estabelecimento_codigo_ibge_municipio,paciente_grupo,n,uf
3102407,Trabalhadores de Saúde,93,MG
3102506,Pessoas de 60 anos ou mais institucionalizadas,23,MG
3102506,Trabalhadores de Saúde,50,MG
3102605,Pessoas de 60 anos ou mais institucionalizadas,77,MG
3102605,Trabalhadores de Saúde,549,MG
3102704,Trabalhadores de Saúde,91,MG
3102803,Faixa Etária,3,MG
3102803,Pessoas de 60 anos ou mais institucionalizadas,65,MG
3102803,Trabalhadores de Saúde,92,MG
3102852,Trabalhadores de Saúde,103,MG
3102902,Trabalhadores de Saúde,164,MG
3103009,Trabalhadores de Saúde,132,MG
3103108,Trabalhadores de Saúde,62,MG
3103207,Faixa Etária,3,MG
3103207,Trabalhadores de Saúde,55,MG
3103306,Trabalhadores de Saúde,42,MG
3103405,Pessoas com Deficiência,28,MG
3103405,Pessoas de 60 anos ou mais institucionalizadas,53,MG
3103405,Povos Indígenas,31,MG
3103405,Trabalhadores de Saúde,636,MG
3103504,Faixa Etária,64,MG
3103504,Pessoas de 60 anos ou mais institucionalizadas,79,MG
3103504,Trabalhadores de Saúde,2168,MG
3103603,Trabalhadores de Saúde,50,MG
3103702,Trabalhadores de Saúde,112,MG
3103751,Faixa Etária,99,MG
3103751,Trabalhadores de Saúde,122,MG
3103801,Faixa Etária,1,MG
3103801,Pessoas com Deficiência,1,MG
3103801,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3103801,Trabalhadores de Saúde,83,MG
3104007,Pessoas com Deficiência,4,MG
3104007,Pessoas de 60 anos ou mais institucionalizadas,193,MG
3104007,Trabalhadores de Saúde,488,MG
3104106,Pessoas com Deficiência,7,MG
3104106,Pessoas de 60 anos ou mais institucionalizadas,42,MG
3104106,Trabalhadores de Saúde,212,MG
3104205,Faixa Etária,4,MG
3104205,Pessoas de 60 anos ou mais institucionalizadas,51,MG
3104205,Trabalhadores de Saúde,469,MG
3104304,Pessoas com Deficiência,2,MG
3104304,Pessoas de 60 anos ou mais institucionalizadas,89,MG
3104304,Trabalhadores de Saúde,294,MG
3104403,Trabalhadores de Saúde,11,MG
3104452,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3104452,Trabalhadores de Saúde,73,MG
3104502,Pessoas de 60 anos ou mais institucionalizadas,52,MG
3104502,Trabalhadores de Saúde,111,MG
3104601,Pessoas com Deficiência,1,MG
3104601,Pessoas de 60 anos ou mais institucionalizadas,20,MG
3104601,Trabalhadores de Saúde,187,MG
3104700,Pessoas de 60 anos ou mais institucionalizadas,7,MG
3104700,Trabalhadores de Saúde,133,MG
3104809,Faixa Etária,8,MG
3104809,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3104809,Trabalhadores de Saúde,78,MG
3104908,Pessoas de 60 anos ou mais institucionalizadas,89,MG
3104908,Trabalhadores de Saúde,765,MG
3105004,Pessoas de 60 anos ou mais institucionalizadas,37,MG
3105004,Trabalhadores de Saúde,64,MG
3105103,Trabalhadores de Saúde,1,MG
3105202,Pessoas com Deficiência,1,MG
3105202,Pessoas de 60 anos ou mais institucionalizadas,4,MG
3105202,Trabalhadores de Saúde,59,MG
3105301,Trabalhadores de Saúde,80,MG
3105400,Trabalhadores de Saúde,170,MG
3105509,Trabalhadores de Saúde,116,MG
3105608,Pessoas com Deficiência,15,MG
3105608,Pessoas de 60 anos ou mais institucionalizadas,293,MG
3105608,Trabalhadores de Saúde,501,MG
3105707,Trabalhadores de Saúde,52,MG
3105905,Pessoas com Deficiência,9,MG
3105905,Pessoas de 60 anos ou mais institucionalizadas,107,MG
3105905,Trabalhadores de Saúde,647,MG
3106002,Trabalhadores de Saúde,80,MG
3106101,Trabalhadores de Saúde,64,MG
3106200,Comorbidades,8,MG
3106200,Faixa Etária,780,MG
3106200,Pessoas com Deficiência,87,MG
3106200,Pessoas de 60 anos ou mais institucionalizadas,2194,MG
3106200,Trabalhadores da Educação,7,MG
3106200,Trabalhadores de Saúde,42368,MG
3106309,Pessoas de 60 anos ou mais institucionalizadas,4,MG
3106309,Trabalhadores de Saúde,135,MG
3106408,Pessoas de 60 anos ou mais institucionalizadas,6,MG
3106408,Trabalhadores de Saúde,213,MG
3106507,Trabalhadores de Saúde,160,MG
3106606,Povos Indígenas,349,MG
3106606,Trabalhadores de Saúde,104,MG
3106655,Comorbidades,3,MG
3106655,Faixa Etária,15,MG
3106655,Pessoas com Deficiência,2,MG
3106655,Trabalhadores de Saúde,91,MG
3106804,Pessoas com Deficiência,2,MG
3106804,Pessoas de 60 anos ou mais institucionalizadas,17,MG
3106804,Trabalhadores de Saúde,77,MG
3106903,Pessoas de 60 anos ou mais institucionalizadas,52,MG
3106903,Trabalhadores de Saúde,248,MG
3107000,Trabalhadores de Saúde,46,MG
3107208,Trabalhadores de Saúde,70,MG
3107406,Forças de Segurança e Salvamento,11,MG
3107406,Pessoas de 60 anos ou mais institucionalizadas,13,MG
3107406,Trabalhadores de Saúde,1176,MG
3107505,Pessoas com Deficiência,6,MG
3107505,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3107505,Trabalhadores de Saúde,129,MG
3107604,Comorbidades,1,MG
3107604,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3107604,Trabalhadores de Saúde,132,MG
3107703,Trabalhadores de Saúde,87,MG
3107802,Faixa Etária,36,MG
3107802,Pessoas de 60 anos ou mais institucionalizadas,30,MG
3107802,Trabalhadores de Saúde,144,MG
3107901,Faixa Etária,10,MG
3107901,Trabalhadores de Saúde,132,MG
3108008,Pessoas de 60 anos ou mais institucionalizadas,88,MG
3108008,Trabalhadores de Saúde,387,MG
3108107,Faixa Etária,17,MG
3108107,Pessoas com Deficiência,1,MG
3108107,Pessoas de 60 anos ou mais institucionalizadas,39,MG
3108107,Trabalhadores de Saúde,160,MG
3108206,Pessoas com Deficiência,3,MG
3108206,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3108206,Trabalhadores de Saúde,170,MG
3108255,Trabalhadores de Saúde,130,MG
3108305,Faixa Etária,1,MG
3108305,Pessoas de 60 anos ou mais institucionalizadas,54,MG
3108305,Trabalhadores de Saúde,331,MG
3108404,Pessoas de 60 anos ou mais institucionalizadas,18,MG
3108404,Trabalhadores de Saúde,182,MG
3108503,Trabalhadores de Saúde,83,MG
3108552,Trabalhadores de Saúde,219,MG
3108602,Pessoas de 60 anos ou mais institucionalizadas,33,MG
3108602,Trabalhadores de Saúde,859,MG
3108701,Trabalhadores de Saúde,101,MG
3108800,Pessoas de 60 anos ou mais institucionalizadas,1,MG
3108800,Trabalhadores de Saúde,71,MG
3108909,Faixa Etária,17,MG
3108909,Pessoas de 60 anos ou mais institucionalizadas,69,MG
3108909,Trabalhadores de Saúde,346,MG
3109006,Pessoas de 60 anos ou mais institucionalizadas,74,MG
3109006,Trabalhadores de Saúde,399,MG
3109105,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3109105,Trabalhadores de Saúde,228,MG
3109204,Pessoas com Deficiência,6,MG
3109204,Pessoas de 60 anos ou mais institucionalizadas,36,MG
3109204,Trabalhadores de Saúde,167,MG
3109253,Trabalhadores de Saúde,81,MG
3109303,Pessoas com Deficiência,14,MG
3109303,Pessoas de 60 anos ou mais institucionalizadas,46,MG
3109303,Trabalhadores de Saúde,161,MG
3109402,Pessoas de 60 anos ou mais institucionalizadas,45,MG
3109402,Povos Indígenas,17,MG
3109402,Trabalhadores de Saúde,249,MG
3109451,Trabalhadores de Saúde,87,MG
3109501,Faixa Etária,7,MG
3109501,Trabalhadores de Saúde,146,MG
3109600,Trabalhadores de Saúde,62,MG
3109709,Pessoas com Deficiência,1,MG
3109709,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3109709,Trabalhadores de Saúde,128,MG
3109907,Pessoas de 60 anos ou mais institucionalizadas,30,MG
3109907,Trabalhadores de Saúde,195,MG
3110004,Pessoas de 60 anos ou mais institucionalizadas,97,MG
3110004,Trabalhadores de Saúde,828,MG
3110103,Trabalhadores de Saúde,71,MG
3110202,Trabalhadores de Saúde,86,MG
3110301,Pessoas de 60 anos ou mais institucionalizadas,33,MG
3110301,Povos Indígenas,118,MG
3110301,Trabalhadores de Saúde,240,MG
3110400,Trabalhadores de Saúde,55,MG
3110509,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3110509,Trabalhadores de Saúde,106,MG
3110707,Pessoas de 60 anos ou mais institucionalizadas,34,MG
3110707,Trabalhadores de Saúde,269,MG
3110806,Trabalhadores de Saúde,39,MG
3110905,Faixa Etária,2,MG
3110905,Pessoas com Deficiência,5,MG
3110905,Pessoas de 60 anos ou mais institucionalizadas,114,MG
3110905,Trabalhadores de Saúde,214,MG
3111002,Faixa Etária,20,MG
3111002,Pessoas de 60 anos ou mais institucionalizadas,98,MG
3111002,População Privada de Liberdade,1,MG
3111002,Trabalhadores de Saúde,447,MG
3111150,Faixa Etária,1,MG
3111150,Trabalhadores de Saúde,89,MG
3111309,Faixa Etária,26,MG
3111309,Pessoas de 60 anos ou mais institucionalizadas,29,MG
3111309,Trabalhadores de Saúde,162,MG
3111408,Trabalhadores de Saúde,104,MG
3111507,Faixa Etária,21,MG
3111507,Pessoas com Deficiência,3,MG
3111507,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3111507,Trabalhadores de Saúde,186,MG
3111606,Faixa Etária,24,MG
3111606,Pessoas com Deficiência,3,MG
3111606,Pessoas de 60 anos ou mais institucionalizadas,36,MG
3111606,Trabalhadores de Saúde,321,MG
3111705,Trabalhadores de Saúde,109,MG
3111804,Faixa Etária,14,MG
3111804,Pessoas com Deficiência,4,MG
3111804,Pessoas de 60 anos ou mais institucionalizadas,29,MG
3111804,Trabalhadores de Saúde,232,MG
3111903,Pessoas de 60 anos ou mais institucionalizadas,10,MG
3111903,Trabalhadores de Saúde,82,MG
3112000,Pessoas de 60 anos ou mais institucionalizadas,76,MG
3112000,Trabalhadores de Saúde,134,MG
3112059,Trabalhadores de Saúde,83,MG
3112109,Trabalhadores de Saúde,75,MG
3112208,Trabalhadores de Saúde,76,MG
3112307,Pessoas com Deficiência,34,MG
3112307,Pessoas de 60 anos ou mais institucionalizadas,144,MG
3112307,Trabalhadores de Saúde,452,MG
3112406,Pessoas de 60 anos ou mais institucionalizadas,46,MG
3112406,Trabalhadores de Saúde,202,MG
3112505,Pessoas de 60 anos ou mais institucionalizadas,12,MG
3112505,Trabalhadores de Saúde,128,MG
3112604,Comorbidades,1,MG
3112604,Faixa Etária,4,MG
3112604,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3112604,Trabalhadores de Saúde,93,MG
3112653,Trabalhadores de Saúde,83,MG
3112703,Trabalhadores de Saúde,141,MG
3112802,Pessoas com Deficiência,7,MG
3112802,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3112802,Trabalhadores de Saúde,108,MG
3112901,Trabalhadores de Saúde,154,MG
3113008,Trabalhadores de Saúde,227,MG
3113107,Trabalhadores de Saúde,59,MG
3113206,Trabalhadores de Saúde,740,MG
3113305,Comorbidades,2,MG
3113305,Pessoas com Deficiência,19,MG
3113305,Pessoas de 60 anos ou mais institucionalizadas,85,MG
3113305,Trabalhadores de Saúde,1067,MG
3113404,Comorbidades,2,MG
3113404,Trabalhadores de Saúde,185,MG
3113503,Pessoas de 60 anos ou mais institucionalizadas,14,MG
3113503,Trabalhadores de Saúde,123,MG
3113602,Faixa Etária,2,MG
3113602,Pessoas de 60 anos ou mais institucionalizadas,27,MG
3113602,Trabalhadores de Saúde,81,MG
3113701,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3113701,Trabalhadores de Saúde,177,MG
3113800,Faixa Etária,2,MG
3113800,Trabalhadores de Saúde,52,MG
3113909,Faixa Etária,2,MG
3113909,Pessoas com Deficiência,1,MG
3113909,Pessoas de 60 anos ou mais institucionalizadas,18,MG
3113909,Trabalhadores de Saúde,174,MG
3114006,Faixa Etária,26,MG
3114006,Pessoas com Deficiência,7,MG
3114006,Pessoas de 60 anos ou mais institucionalizadas,33,MG
3114006,Trabalhadores de Saúde,171,MG
3114105,Pessoas de 60 anos ou mais institucionalizadas,17,MG
3114105,Trabalhadores de Saúde,198,MG
3114204,Comorbidades,1,MG
3114204,Pessoas com Deficiência,11,MG
3114204,Pessoas de 60 anos ou mais institucionalizadas,39,MG
3114204,Trabalhadores de Saúde,291,MG
3114303,Comorbidades,3,MG
3114303,Faixa Etária,1,MG
3114303,Pessoas com Deficiência,4,MG
3114303,Pessoas de 60 anos ou mais institucionalizadas,33,MG
3114303,Trabalhadores de Saúde,431,MG
3114402,Pessoas com Deficiência,4,MG
3114402,Pessoas de 60 anos ou mais institucionalizadas,57,MG
3114402,Trabalhadores de Saúde,503,MG
3114501,Pessoas de 60 anos ou mais institucionalizadas,70,MG
3114501,Trabalhadores de Saúde,296,MG
3114550,Trabalhadores de Saúde,165,MG
3114600,Trabalhadores de Saúde,83,MG
3114709,Pessoas com Deficiência,2,MG
3114709,Pessoas de 60 anos ou mais institucionalizadas,10,MG
3114709,Trabalhadores de Saúde,57,MG
3114808,Pessoas de 60 anos ou mais institucionalizadas,34,MG
3114808,Trabalhadores de Saúde,67,MG
3114907,Trabalhadores de Saúde,56,MG
3115003,Trabalhadores de Saúde,66,MG
3115102,Faixa Etária,9,MG
3115102,Pessoas de 60 anos ou mais institucionalizadas,90,MG
3115102,Trabalhadores de Saúde,505,MG
3115201,Trabalhadores de Saúde,70,MG
3115300,Pessoas com Deficiência,4,MG
3115300,Pessoas de 60 anos ou mais institucionalizadas,67,MG
3115300,Trabalhadores de Saúde,957,MG
3115359,Trabalhadores de Saúde,133,MG
3115409,Pessoas com Deficiência,1,MG
3115409,Pessoas de 60 anos ou mais institucionalizadas,7,MG
3115409,Trabalhadores de Saúde,73,MG
3115458,Trabalhadores de Saúde,107,MG
3115474,Trabalhadores de Saúde,67,MG
3115508,Pessoas com Deficiência,4,MG
3115508,Pessoas de 60 anos ou mais institucionalizadas,87,MG
3115508,Trabalhadores de Saúde,247,MG
3115607,Faixa Etária,2,MG
3115607,Trabalhadores de Saúde,43,MG
3115706,Trabalhadores de Saúde,93,MG
3115904,Trabalhadores de Saúde,6,MG
3116001,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3116001,Trabalhadores de Saúde,95,MG
3116100,Trabalhadores de Saúde,195,MG
3116159,Trabalhadores de Saúde,100,MG
3116209,Trabalhadores de Saúde,39,MG
3116308,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3116308,Trabalhadores de Saúde,122,MG
3116407,Trabalhadores de Saúde,104,MG
3116506,Trabalhadores de Saúde,115,MG
3116704,Pessoas de 60 anos ou mais institucionalizadas,13,MG
3116704,Trabalhadores de Saúde,76,MG
3116803,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3116803,Trabalhadores de Saúde,96,MG
3116902,Faixa Etária,7,MG
3116902,Trabalhadores de Saúde,60,MG
3117009,Trabalhadores de Saúde,104,MG
3117108,Faixa Etária,6,MG
3117108,Pessoas de 60 anos ou mais institucionalizadas,23,MG
3117108,Trabalhadores de Saúde,174,MG
3117405,Trabalhadores de Saúde,49,MG
3117504,Trabalhadores de Saúde,424,MG
3117603,Trabalhadores de Saúde,77,MG
3117702,Pessoas com Deficiência,5,MG
3117702,Pessoas de 60 anos ou mais institucionalizadas,83,MG
3117702,Trabalhadores de Saúde,169,MG
3117801,Trabalhadores de Saúde,147,MG
3117836,Trabalhadores de Saúde,79,MG
3117876,Faixa Etária,1,MG
3117876,Pessoas com Deficiência,7,MG
3117876,Pessoas de 60 anos ou mais institucionalizadas,31,MG
3117876,Trabalhadores de Saúde,205,MG
3117900,Pessoas de 60 anos ou mais institucionalizadas,64,MG
3117900,Trabalhadores de Saúde,198,MG
3118007,Trabalhadores de Saúde,547,MG
3118106,Trabalhadores de Saúde,78,MG
3118205,Pessoas com Deficiência,1,MG
3118205,Pessoas de 60 anos ou mais institucionalizadas,21,MG
3118205,Trabalhadores de Saúde,86,MG
3118304,Pessoas de 60 anos ou mais institucionalizadas,1,MG
3118304,Trabalhadores de Saúde,27,MG
3118403,Pessoas com Deficiência,10,MG
3118403,Pessoas de 60 anos ou mais institucionalizadas,38,MG
3118403,Trabalhadores de Saúde,242,MG
3118502,Trabalhadores de Saúde,30,MG
3118601,Faixa Etária,1,MG
3118601,Pessoas de 60 anos ou mais institucionalizadas,117,MG
3118601,Trabalhadores de Saúde,1842,MG
3118700,Pessoas com Deficiência,4,MG
3118700,Pessoas de 60 anos ou mais institucionalizadas,19,MG
3118700,Trabalhadores de Saúde,135,MG
3118809,Pessoas de 60 anos ou mais institucionalizadas,14,MG
3118809,Trabalhadores de Saúde,90,MG
3118908,Pessoas com Deficiência,2,MG
3118908,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3118908,Trabalhadores de Saúde,148,MG
3119005,Pessoas com Deficiência,5,MG
3119005,Pessoas de 60 anos ou mais institucionalizadas,17,MG
3119005,Trabalhadores de Saúde,57,MG
3119104,Pessoas com Deficiência,3,MG
3119104,Pessoas de 60 anos ou mais institucionalizadas,29,MG
3119104,Trabalhadores de Saúde,225,MG
3119203,Trabalhadores de Saúde,159,MG
3119302,Trabalhadores de Saúde,86,MG
3119500,Trabalhadores de Saúde,123,MG
3119609,Faixa Etária,10,MG
3119609,Trabalhadores de Saúde,68,MG
3119708,Faixa Etária,1,MG
3119708,Trabalhadores de Saúde,63,MG
3119807,Pessoas de 60 anos ou mais institucionalizadas,14,MG
3119807,Trabalhadores de Saúde,47,MG
3119906,Trabalhadores de Saúde,44,MG
3119955,Faixa Etária,1,MG
3119955,Pessoas de 60 anos ou mais institucionalizadas,21,MG
3119955,Trabalhadores de Saúde,72,MG
3120003,Trabalhadores de Saúde,60,MG
3120102,Comorbidades,6,MG
3120102,Pessoas de 60 anos ou mais institucionalizadas,10,MG
3120102,Trabalhadores de Saúde,67,MG
3120151,Trabalhadores de Saúde,78,MG
3120201,Faixa Etária,6,MG
3120201,Trabalhadores de Saúde,156,MG
3120300,Trabalhadores de Saúde,13,MG
3120409,Trabalhadores de Saúde,67,MG
3120508,Pessoas com Deficiência,3,MG
3120508,Pessoas de 60 anos ou mais institucionalizadas,35,MG
3120508,Trabalhadores de Saúde,113,MG
3120607,Pessoas com Deficiência,44,MG
3120607,Pessoas de 60 anos ou mais institucionalizadas,131,MG
3120607,Trabalhadores de Saúde,170,MG
3120706,Trabalhadores de Saúde,98,MG
3120805,Pessoas com Deficiência,19,MG
3120805,Pessoas de 60 anos ou mais institucionalizadas,106,MG
3120805,Trabalhadores de Saúde,368,MG
3120839,Trabalhadores de Saúde,67,MG
3120870,Trabalhadores de Saúde,99,MG
3120904,Faixa Etária,131,MG
3120904,Forças de Segurança e Salvamento,21,MG
3120904,Pessoas de 60 anos ou mais institucionalizadas,152,MG
3120904,Trabalhadores de Saúde,1580,MG
3121001,Trabalhadores de Saúde,75,MG
3121100,Trabalhadores de Saúde,74,MG
3121209,Pessoas de 60 anos ou mais institucionalizadas,48,MG
3121209,Trabalhadores de Saúde,233,MG
3121258,Trabalhadores de Saúde,44,MG
3121308,Pessoas com Deficiência,18,MG
3121308,Pessoas de 60 anos ou mais institucionalizadas,43,MG
3121308,Trabalhadores de Saúde,109,MG
3121407,Pessoas com Deficiência,3,MG
3121407,Pessoas de 60 anos ou mais institucionalizadas,29,MG
3121407,Trabalhadores de Saúde,150,MG
3121506,Pessoas de 60 anos ou mais institucionalizadas,17,MG
3121506,Trabalhadores de Saúde,52,MG
3121605,Pessoas de 60 anos ou mais institucionalizadas,28,MG
3121605,Trabalhadores de Saúde,656,MG
3121704,Trabalhadores de Saúde,61,MG
3121803,Pessoas com Deficiência,4,MG
3121803,Pessoas de 60 anos ou mais institucionalizadas,22,MG
3121803,Trabalhadores de Saúde,131,MG
3121902,Trabalhadores de Saúde,63,MG
3122009,Pessoas com Deficiência,30,MG
3122009,Pessoas de 60 anos ou mais institucionalizadas,131,MG
3122009,Trabalhadores de Saúde,226,MG
3122108,Faixa Etária,18,MG
3122108,Trabalhadores de Saúde,101,MG
3122207,Pessoas de 60 anos ou mais institucionalizadas,1,MG
3122207,Trabalhadores de Saúde,99,MG
3122355,Trabalhadores de Saúde,72,MG
3122405,Pessoas com Deficiência,1,MG
3122405,Pessoas de 60 anos ou mais institucionalizadas,18,MG
3122405,Trabalhadores de Saúde,103,MG
3122454,Trabalhadores de Saúde,123,MG
3122470,Trabalhadores de Saúde,66,MG
3122504,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3122504,Trabalhadores de Saúde,121,MG
3122603,Faixa Etária,10,MG
3122603,Pessoas de 60 anos ou mais institucionalizadas,18,MG
3122603,Trabalhadores de Saúde,132,MG
3122702,Pessoas de 60 anos ou mais institucionalizadas,23,MG
3122702,Trabalhadores de Saúde,102,MG
3122801,Trabalhadores de Saúde,70,MG
3122900,Faixa Etária,3,MG
3122900,Trabalhadores de Saúde,92,MG
3123007,Comorbidades,1,MG
3123007,Faixa Etária,3,MG
3123007,Trabalhadores de Saúde,160,MG
3123106,Trabalhadores de Saúde,97,MG
3123205,Faixa Etária,2,MG
3123205,Pessoas com Deficiência,2,MG
3123205,Pessoas de 60 anos ou mais institucionalizadas,54,MG
3123205,Trabalhadores de Saúde,272,MG
3123304,Pessoas com Deficiência,1,MG
3123304,Pessoas de 60 anos ou mais institucionalizadas,9,MG
3123304,Trabalhadores de Saúde,76,MG
3123403,Trabalhadores de Saúde,62,MG
3123502,Trabalhadores de Saúde,37,MG
3123528,Trabalhadores de Saúde,31,MG
3123601,Pessoas de 60 anos ou mais institucionalizadas,47,MG
3123601,Trabalhadores de Saúde,144,MG
3123700,Trabalhadores de Saúde,151,MG
3123809,Trabalhadores de Saúde,64,MG
3123858,Faixa Etária,16,MG
3123858,Trabalhadores de Saúde,79,MG
3123908,Pessoas com Deficiência,10,MG
3123908,Pessoas de 60 anos ou mais institucionalizadas,52,MG
3123908,Trabalhadores de Saúde,322,MG
3124005,Pessoas com Deficiência,8,MG
3124005,Pessoas de 60 anos ou mais institucionalizadas,38,MG
3124005,Trabalhadores de Saúde,309,MG
3124104,Pessoas de 60 anos ou mais institucionalizadas,119,MG
3124104,Trabalhadores de Saúde,451,MG
3124203,Pessoas com Deficiência,12,MG
3124203,Pessoas de 60 anos ou mais institucionalizadas,42,MG
3124203,Trabalhadores de Saúde,253,MG
3124401,Trabalhadores de Saúde,66,MG
3124500,Faixa Etária,3,MG
3124500,Trabalhadores de Saúde,125,MG
3124708,Pessoas com Deficiência,1,MG
3124708,Pessoas de 60 anos ou mais institucionalizadas,26,MG
3124708,Trabalhadores de Saúde,63,MG
3124807,Pessoas de 60 anos ou mais institucionalizadas,18,MG
3124807,Trabalhadores de Saúde,50,MG
3124906,Pessoas de 60 anos ou mais institucionalizadas,28,MG
3124906,Trabalhadores de Saúde,196,MG
3125101,Pessoas de 60 anos ou mais institucionalizadas,31,MG
3125101,Trabalhadores de Saúde,752,MG
3125309,Faixa Etária,13,MG
3125309,Trabalhadores de Saúde,40,MG
3125408,Pessoas com Deficiência,3,MG
3125408,Pessoas de 60 anos ou mais institucionalizadas,4,MG
3125408,Trabalhadores de Saúde,91,MG
3125507,Pessoas com Deficiência,6,MG
3125507,Pessoas de 60 anos ou mais institucionalizadas,15,MG
3125507,Trabalhadores de Saúde,77,MG
3125606,Faixa Etária,2,MG
3125606,Pessoas com Deficiência,1,MG
3125606,Pessoas de 60 anos ou mais institucionalizadas,19,MG
3125606,Trabalhadores de Saúde,116,MG
3125705,Pessoas com Deficiência,1,MG
3125705,Pessoas de 60 anos ou mais institucionalizadas,32,MG
3125705,Trabalhadores de Saúde,232,MG
3125804,Trabalhadores de Saúde,61,MG
3125903,Faixa Etária,5,MG
3125903,Pessoas de 60 anos ou mais institucionalizadas,57,MG
3125903,Trabalhadores de Saúde,219,MG
3125952,Trabalhadores de Saúde,101,MG
3126000,Pessoas com Deficiência,5,MG
3126000,Pessoas de 60 anos ou mais institucionalizadas,18,MG
3126000,Trabalhadores de Saúde,155,MG
3126109,Trabalhadores de Saúde,3,MG
3126208,Trabalhadores de Saúde,127,MG
3126307,Pessoas de 60 anos ou mais institucionalizadas,1,MG
3126307,Trabalhadores de Saúde,130,MG
3126406,Faixa Etária,16,MG
3126406,Pessoas com Deficiência,1,MG
3126406,Trabalhadores de Saúde,66,MG
3126505,Trabalhadores de Saúde,144,MG
3126604,Trabalhadores de Saúde,76,MG
3126752,Trabalhadores de Saúde,115,MG
3126802,Trabalhadores de Saúde,25,MG
3126901,Trabalhadores de Saúde,56,MG
3126950,Trabalhadores de Saúde,76,MG
3127008,Trabalhadores de Saúde,169,MG
3127057,Trabalhadores de Saúde,93,MG
3127073,Faixa Etária,5,MG
3127073,Trabalhadores de Saúde,77,MG
3127107,Faixa Etária,1,MG
3127107,Pessoas de 60 anos ou mais institucionalizadas,6,MG
3127107,Trabalhadores de Saúde,350,MG
3127206,Trabalhadores de Saúde,89,MG
3127305,Faixa Etária,8,MG
3127305,Trabalhadores de Saúde,62,MG
3127339,Trabalhadores de Saúde,82,MG
3127354,Trabalhadores de Saúde,59,MG
3127370,Trabalhadores de Saúde,65,MG
3127388,Trabalhadores de Saúde,56,MG
3127404,Faixa Etária,2,MG
3127404,Trabalhadores de Saúde,58,MG
3127503,Trabalhadores de Saúde,81,MG
3127602,Trabalhadores de Saúde,30,MG
3127701,Comorbidades,5,MG
3127701,Pessoas com Deficiência,36,MG
3127701,Pessoas de 60 anos ou mais institucionalizadas,109,MG
3127701,Trabalhadores de Saúde,4156,MG
3127800,Pessoas de 60 anos ou mais institucionalizadas,43,MG
3127800,Trabalhadores de Saúde,238,MG
3127909,Faixa Etária,7,MG
3127909,Trabalhadores de Saúde,56,MG
3128006,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3128006,Povos Indígenas,21,MG
3128006,Trabalhadores de Saúde,901,MG
3128105,Pessoas com Deficiência,6,MG
3128105,Pessoas de 60 anos ou mais institucionalizadas,23,MG
3128105,Trabalhadores de Saúde,326,MG
3128204,Pessoas de 60 anos ou mais institucionalizadas,62,MG
3128204,Trabalhadores de Saúde,132,MG
3128253,Trabalhadores de Saúde,70,MG
3128303,Pessoas com Deficiência,4,MG
3128303,Pessoas de 60 anos ou mais institucionalizadas,107,MG
3128303,Trabalhadores de Saúde,290,MG
3128402,Trabalhadores de Saúde,80,MG
3128501,Trabalhadores de Saúde,67,MG
3128600,Pessoas de 60 anos ou mais institucionalizadas,14,MG
3128600,Trabalhadores de Saúde,163,MG
3128709,Forças de Segurança e Salvamento,10,MG
3128709,Pessoas de 60 anos ou mais institucionalizadas,129,MG
3128709,Trabalhadores de Saúde,917,MG
3128808,Faixa Etária,11,MG
3128808,Trabalhadores de Saúde,107,MG
3128907,Faixa Etária,2,MG
3128907,Pessoas de 60 anos ou mais institucionalizadas,11,MG
3128907,Trabalhadores de Saúde,156,MG
3129004,Faixa Etária,3,MG
3129004,Trabalhadores de Saúde,122,MG
3129103,Pessoas com Deficiência,2,MG
3129103,Pessoas de 60 anos ou mais institucionalizadas,39,MG
3129103,Trabalhadores de Saúde,130,MG
3129202,Faixa Etária,2,MG
3129202,Pessoas de 60 anos ou mais institucionalizadas,25,MG
3129202,Trabalhadores de Saúde,71,MG
3129301,Pessoas com Deficiência,2,MG
3129301,Pessoas de 60 anos ou mais institucionalizadas,24,MG
3129301,Trabalhadores de Saúde,108,MG
3129400,Pessoas de 60 anos ou mais institucionalizadas,1,MG
3129400,Trabalhadores de Saúde,45,MG
3129509,Pessoas de 60 anos ou mais institucionalizadas,26,MG
3129509,Trabalhadores de Saúde,224,MG
3129608,Trabalhadores de Saúde,133,MG
3129657,Trabalhadores de Saúde,48,MG
3129707,Pessoas de 60 anos ou mais institucionalizadas,57,MG
